"Date","Americas_chge","Americas_7d_ave","Europe_chge","Europe_7d_ave","Asia_chge","Asia_7d_ave","Africa_chge","Africa_7d_ave","Oceania_chge","Oceania_7d_ave","World_chge","World_7d_ave"
2020-02-17,1,0.428571428571429,1,1.14285714285714,1932,4309.42857142857,0,0.142857142857143,0,0,2035,4357.28571428571
2020-02-18,0,0.285714285714286,0,0.714285714285714,1794,4274.57142857143,0,0.142857142857143,0,0,1882,4334.42857142857
2020-02-19,0,0.285714285714286,1,0.714285714285714,419,4280.57142857143,0,0.142857142857143,0,0,500,4346.14285714286
2020-02-20,0,0.142857142857143,2,0.857142857142857,544,2193.85714285714,0,0.142857142857143,0,0,560,2261.42857142857
2020-02-21,3,0.571428571428571,18,3.28571428571429,606,1354.42857142857,0,0,0,0,629,1418.85714285714
2020-02-22,0,0.571428571428571,42,9.14285714285714,1719,1303.57142857143,0,0,0,0,1761,1364.28571428571
2020-02-23,2,0.857142857142857,98,23.1428571428571,221,1033.57142857143,0,0,0,0,380,1106.71428571429
2020-02-24,1,0.857142857142857,76,33.8571428571429,485,826.857142857143,0,0,0,0,564,896.571428571429
2020-02-25,1,1,108,49.2857142857143,742,676.571428571429,1,0.142857142857143,0,0,853,749.571428571429
2020-02-26,1,1.14285714285714,163,72.4285714285714,798,730.714285714286,0,0.142857142857143,0,0,977,817.714285714286
2020-02-27,3,1.57142857142857,265,110,1092,809,0,0.142857142857143,0,0,1360,932
2020-02-28,2,1.42857142857143,303,150.714285714286,1077,876.285714285714,1,0.285714285714286,1,0.142857142857143,1386,1040.14285714286
2020-02-29,18,4,373,198,1485,842.857142857143,0,0.285714285714286,10,1.57142857142857,1891,1058.71428571429
2020-03-01,26,7.42857142857143,755,291.857142857143,1596,1039.28571428571,1,0.428571428571429,2,1.85714285714286,2381,1344.57142857143
2020-03-02,26,11,567,362,1382,1167.42857142857,4,1,3,2.28571428571429,1983,1547.28571428571
2020-03-03,25,14.4285714285714,688,444.857142857143,1867,1328.14285714286,3,1.28571428571429,9,3.57142857142857,2594,1796
2020-03-04,41,20.1428571428571,1012,566.142857142857,1230,1389.85714285714,10,2.71428571428571,15,5.71428571428571,2308,1986.14285714286
2020-03-05,87,32.1428571428571,1432,732.857142857143,1284,1417.28571428571,3,3.14285714285714,3,6.14285714285714,2811,2193.42857142857
2020-03-06,80,43.2857142857143,1772,942.714285714286,2035,1554.14285714286,19,5.71428571428571,6,6.85714285714286,3913,2554.42857142857
2020-03-07,177,66,2158,1197.71428571429,1756,1592.85714285714,0,5.71428571428571,4,6,4095,2869.28571428571
2020-03-08,159,85,2535,1452,1202,1536.57142857143,40,11.2857142857143,13,7.57142857142857,3949,3093.28571428571
2020-03-09,99,95.4285714285714,3140,1819.57142857143,910,1469.14285714286,8,11.8571428571429,15,9.28571428571429,4172,3406
2020-03-10,213,122.285714285714,3390,2205.57142857143,1188,1372.14285714286,13,13.2857142857143,16,10.2857142857143,4822,3724.28571428571
2020-03-11,442,179.571428571429,5460,2841,1723,1442.57142857143,14,13.8571428571429,21,11.1428571428571,7661,4489
2020-03-12,487,236.714285714286,3928,3197.57142857143,1358,1453.14285714286,16,15.7142857142857,0,10.7142857142857,5790,4914.57142857143
2020-03-13,902,354.142857142857,11539,4592.85714285714,1828,1423.57142857143,42,19,72,20.1428571428571,14384,6410.42857142857
2020-03-14,880,454.571428571429,8145,5448.14285714286,1917,1446.57142857143,78,30.1428571428571,51,26.8571428571429,11074,7407.42857142857
2020-03-15,377,485.714285714286,8841,6349,1937,1551.57142857143,59,32.8571428571429,49,32,11269,8453.14285714286
2020-03-16,1922,746.142857142857,10989,7470.28571428571,1722,1667.57142857143,87,44.1428571428571,80,41.2857142857143,14808,9972.57142857143
2020-03-17,2239,1035.57142857143,11534,8633.71428571429,1997,1783.14285714286,84,54.2857142857143,79,50.2857142857143,15943,11561.2857142857
2020-03-18,3135,1420.28571428571,14044,9860,2117,1839.42857142857,116,68.8571428571429,124,65,19565,13261.8571428571
2020-03-19,5230,2097.85714285714,19359,12064.4285714286,2150,1952.57142857143,180,92.2857142857143,122,82.4285714285714,27049,16298.8571428571
2020-03-20,7299,3011.71428571429,20463,13339.2857142857,2676,2073.71428571429,188,113.142857142857,122,89.5714285714286,30775,18640.4285714286
2020-03-21,7275,3925.28571428571,21645,15267.8571428571,2556,2165,204,131.142857142857,293,124.142857142857,31991,21628.5714285714
